project,direction,mode,category,valid_yaml,input_lines,output_lines
AxonIQ_axonserver-connector-java,gha_to_travis,zero-shot,valid_yaml,True,29,67
BombusMod_BombusMod,travis_to_gha,zero-shot,markdown_fence_only,False,22,62
BombusMod_BombusMod,gha_to_travis,zero-shot,markdown_fence_only,False,40,49
CST-Group_cst,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,20,54
CST-Group_cst,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,56,99
CodelyTV_java-basic-skeleton,travis_to_gha,zero-shot,valid_yaml,True,26,50
CodelyTV_java-basic-skeleton,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,39,52
ConsensusJ_consensusj,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,24,59
ConsensusJ_consensusj,gha_to_travis,zero-shot,markdown_fence_only,False,41,63
Coolerfall_Android-HttpDownloadManager,travis_to_gha,zero-shot,markdown_fence_only,False,29,55
Coolerfall_Android-HttpDownloadManager,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,28,80
FasterXML_jackson-jr,travis_to_gha,zero-shot,valid_yaml,True,12,60
FasterXML_jackson-jr,gha_to_travis,zero-shot,input_echo_not_migrated,False,31,57
Gepardec_Hogarama,travis_to_gha,zero-shot,valid_yaml,True,6,42
Gepardec_Hogarama,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,23,77
GrowthcraftCE_Growthcraft-1.12,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,43,72
GrowthcraftCE_Growthcraft-1.12,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,75,74
Hakky54_mutual-tls-ssl,travis_to_gha,zero-shot,markdown_fence_only,False,24,50
Hakky54_mutual-tls-ssl,gha_to_travis,zero-shot,input_echo_not_migrated,False,65,88
JetBrains_jediterm,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,5,69
JetBrains_jediterm,gha_to_travis,zero-shot,markdown_fence_only,False,24,73
JodaOrg_joda-time,travis_to_gha,zero-shot,markdown_fence_only,False,18,59
JodaOrg_joda-time,gha_to_travis,zero-shot,markdown_fence_only,False,47,69
MilkBowl_VaultAPI,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,12,50
MilkBowl_VaultAPI,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,34,52
MineLittlePony_BigPony,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,25,32
MineLittlePony_BigPony,gha_to_travis,zero-shot,markdown_fence_only,False,50,62
MineLittlePony_HDSkins,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,25,32
MineLittlePony_HDSkins,gha_to_travis,zero-shot,markdown_fence_only,False,50,62
NetLogo_Matrix-Extension,travis_to_gha,zero-shot,markdown_fence_only,False,18,46
NetLogo_Matrix-Extension,gha_to_travis,zero-shot,valid_yaml,True,33,65
OHNLP_MedTagger,travis_to_gha,zero-shot,markdown_fence_only,False,23,50
OHNLP_MedTagger,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,55,55
OSGeo_PROJ-JNI,travis_to_gha,zero-shot,markdown_fence_only,False,25,61
OSGeo_PROJ-JNI,gha_to_travis,zero-shot,valid_yaml,True,85,52
OpenLiberty_ci.maven,travis_to_gha,zero-shot,valid_yaml,True,30,58
OpenLiberty_ci.maven,gha_to_travis,zero-shot,markdown_fence_only,False,55,63
OpenLiberty_guide-arquillian-managed,travis_to_gha,zero-shot,markdown_fence_only,False,16,57
OpenLiberty_guide-arquillian-managed,gha_to_travis,zero-shot,input_echo_not_migrated,False,101,66
OpenLiberty_guide-cloud-azure,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,23,59
OpenLiberty_guide-cloud-azure,gha_to_travis,zero-shot,input_echo_not_migrated,False,47,95
Paul2708_simple-commands,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,6,41
Paul2708_simple-commands,gha_to_travis,zero-shot,markdown_fence_only,False,46,57
PepperLola_playerinfo,travis_to_gha,zero-shot,markdown_fence_only,False,30,59
PepperLola_playerinfo,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,82,60
Pi4J_pi4j-v2,travis_to_gha,zero-shot,input_echo_not_migrated,False,25,54
Pi4J_pi4j-v2,gha_to_travis,zero-shot,input_echo_not_migrated,False,48,62
PojavLauncherTeam_PojavLauncher,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,58,62
PojavLauncherTeam_PojavLauncher,gha_to_travis,zero-shot,markdown_fence_only,False,91,56
Sandec_JMemoryBuddy,travis_to_gha,zero-shot,valid_yaml,True,10,53
Sandec_JMemoryBuddy,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,22,68
Smarteon_loxone-java,travis_to_gha,zero-shot,few_shot_example_echo,False,36,70
Smarteon_loxone-java,gha_to_travis,zero-shot,input_echo_not_migrated,False,86,98
TagnumElite_ProjectE-Integration,travis_to_gha,zero-shot,markdown_fence_only,False,36,63
TagnumElite_ProjectE-Integration,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,44,56
ThatKawaiiSam_Assemble,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,20,34
ThatKawaiiSam_Assemble,gha_to_travis,zero-shot,valid_yaml,True,44,66
TrNdy_mastodon-tracking,travis_to_gha,zero-shot,valid_yaml,True,11,47
TrNdy_mastodon-tracking,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,30,51
Twasi_twasi-core,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,29,61
Twasi_twasi-core,gha_to_travis,zero-shot,valid_yaml,True,82,78
WISVCH_events,travis_to_gha,zero-shot,markdown_fence_only,False,26,62
WISVCH_events,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,70,53
YakushevVladimir_BibleQuote-for-Android,travis_to_gha,zero-shot,valid_yaml,True,34,68
YakushevVladimir_BibleQuote-for-Android,gha_to_travis,zero-shot,valid_yaml,True,34,42
adobe_experience-platform-streaming-connect,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,12,39
adobe_experience-platform-streaming-connect,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,35,58
agateau_pixelwheels,travis_to_gha,zero-shot,valid_yaml,True,11,70
agateau_pixelwheels,gha_to_travis,zero-shot,valid_yaml,True,21,92
albertus82_cyclesmod,travis_to_gha,zero-shot,markdown_fence_only,False,38,67
albertus82_cyclesmod,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,87,72
alexvasilkov_GestureViews,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,37,74
alexvasilkov_GestureViews,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,92,66
anand1st_sshd-shell-spring-boot,travis_to_gha,zero-shot,valid_yaml,True,5,56
anand1st_sshd-shell-spring-boot,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,22,55
anastaciocintra_escpos-coffee,travis_to_gha,zero-shot,markdown_fence_only,False,14,46
anastaciocintra_escpos-coffee,gha_to_travis,zero-shot,markdown_fence_only,False,49,64
apache_dubbo-spi-extensions,travis_to_gha,zero-shot,few_shot_example_echo,False,22,44
apache_dubbo-spi-extensions,gha_to_travis,zero-shot,markdown_fence_only,False,48,62
apache_maven-enforcer,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,16,48
apache_maven-enforcer,gha_to_travis,zero-shot,markdown_fence_only,False,22,58
azarnovdaniil_java-net-course,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,7,43
azarnovdaniil_java-net-course,gha_to_travis,zero-shot,valid_yaml,True,19,68
ballerina-platform_module-ballerina-docker,travis_to_gha,zero-shot,few_shot_example_echo,False,45,72
ballerina-platform_module-ballerina-docker,gha_to_travis,zero-shot,valid_yaml,True,54,58
billthefarmer_currency,travis_to_gha,zero-shot,other_yaml_structure_error,False,15,67
billthefarmer_currency,gha_to_travis,zero-shot,valid_yaml,True,32,13
billthefarmer_editor,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,16,68
billthefarmer_editor,gha_to_travis,zero-shot,other_yaml_structure_error,False,33,66
bootique_bootique-logback,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,34,67
bootique_bootique-logback,gha_to_travis,zero-shot,valid_yaml,True,80,75
btraceio_btrace,travis_to_gha,zero-shot,markdown_fence_only,False,47,67
btraceio_btrace,gha_to_travis,zero-shot,markdown_fence_only,False,91,82
cdk_cdk,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,9,36
cdk_cdk,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,19,70
constellation-app_constellation,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,45,56
constellation-app_constellation,gha_to_travis,zero-shot,markdown_fence_only,False,87,58
cryptomator_dokany-nio-adapter,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,28,45
cryptomator_dokany-nio-adapter,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,64,41
devaneios-ifsp_turma-de-elite-backend,travis_to_gha,zero-shot,markdown_fence_only,False,31,66
devaneios-ifsp_turma-de-elite-backend,gha_to_travis,zero-shot,valid_yaml,True,70,67
dhatim_safesql,travis_to_gha,zero-shot,valid_yaml,True,29,64
dhatim_safesql,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,67,49
dlsc-software-consulting-gmbh_GemsFX,travis_to_gha,zero-shot,markdown_fence_only,False,57,64
dlsc-software-consulting-gmbh_GemsFX,gha_to_travis,zero-shot,markdown_fence_with_preamble,False,110,72
dogtagpki_jss,travis_to_gha,zero-shot,input_echo_not_migrated,False,22,55
dogtagpki_jss,gha_to_travis,zero-shot,markdown_fence_only,False,41,98
eclipse_lemminx,travis_to_gha,zero-shot,markdown_fence_only,False,21,61
eclipse_lemminx,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,25,51
elixir-cloud-aai_tesk-api,travis_to_gha,zero-shot,few_shot_example_echo,False,9,42
elixir-cloud-aai_tesk-api,gha_to_travis,zero-shot,other_yaml_structure_error,False,28,50
encircled_Joiner,travis_to_gha,zero-shot,few_shot_example_echo,False,6,41
encircled_Joiner,gha_to_travis,zero-shot,valid_yaml,True,26,65
feedzai_feedzai-openml,travis_to_gha,zero-shot,few_shot_example_echo,False,22,59
feedzai_feedzai-openml,gha_to_travis,zero-shot,markdown_fence_only,False,62,68
fiji_Cell_Counter,travis_to_gha,zero-shot,valid_yaml,True,12,69
fiji_Cell_Counter,gha_to_travis,zero-shot,input_echo_not_migrated,False,35,71
fiji_KymographBuilder,travis_to_gha,zero-shot,valid_yaml,True,12,69
fiji_KymographBuilder,gha_to_travis,zero-shot,input_echo_not_migrated,False,35,71
fiji_SPIM_Registration,travis_to_gha,zero-shot,valid_yaml,True,17,56
fiji_SPIM_Registration,gha_to_travis,zero-shot,input_echo_not_migrated,False,37,84
fiji_VIB-lib,travis_to_gha,zero-shot,valid_yaml,True,12,69
fiji_VIB-lib,gha_to_travis,zero-shot,input_echo_not_migrated,False,35,71
fiji_cookbook,travis_to_gha,zero-shot,valid_yaml,True,12,69
fiji_cookbook,gha_to_travis,zero-shot,input_echo_not_migrated,False,35,71
fiji_pQCT,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,11,51
fiji_pQCT,gha_to_travis,zero-shot,input_echo_not_migrated,False,34,89
future-architect_uroborosql,travis_to_gha,zero-shot,markdown_fence_only,False,24,48
future-architect_uroborosql,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,63,58
gayanvoice_android-vpn-client-ics-openvpn,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,19,64
gayanvoice_android-vpn-client-ics-openvpn,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,28,68
gessnerfl_rabbitmq-queue-management,travis_to_gha,zero-shot,valid_yaml,True,10,55
gessnerfl_rabbitmq-queue-management,gha_to_travis,zero-shot,markdown_fence_only,False,34,63
gotify_android,travis_to_gha,zero-shot,valid_yaml,True,54,55
gotify_android,gha_to_travis,zero-shot,valid_yaml,True,87,52
hmcts_ccpay-payment-app,travis_to_gha,zero-shot,few_shot_example_echo,False,19,53
hmcts_ccpay-payment-app,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,33,41
ibissource_iaf,travis_to_gha,zero-shot,few_shot_example_echo,False,25,53
ibissource_iaf,gha_to_travis,zero-shot,markdown_fence_only,False,27,62
ical4j_ical4j-connector,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,23,47
ical4j_ical4j-connector,gha_to_travis,zero-shot,markdown_fence_only,False,69,53
igniterealtime_openfire-xmldebugger-plugin,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,17,54
igniterealtime_openfire-xmldebugger-plugin,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,48,56
imglib_imglib2,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,11,51
imglib_imglib2,gha_to_travis,zero-shot,input_echo_not_migrated,False,32,72
imglib_imglib2-tutorials,travis_to_gha,zero-shot,valid_yaml,True,17,56
imglib_imglib2-tutorials,gha_to_travis,zero-shot,input_echo_not_migrated,False,37,73
inferno-framework_fhir-validator-wrapper,travis_to_gha,zero-shot,markdown_fence_only,False,22,55
inferno-framework_fhir-validator-wrapper,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,43,71
io7m_jcamera,travis_to_gha,zero-shot,valid_yaml,True,20,62
io7m_jcamera,gha_to_travis,zero-shot,markdown_fence_only,False,34,68
io7m_jmurmur,travis_to_gha,zero-shot,few_shot_example_echo,False,13,49
io7m_jmurmur,gha_to_travis,zero-shot,markdown_fence_only,False,37,67
io7m_jproperties,travis_to_gha,zero-shot,few_shot_example_echo,False,13,49
io7m_jproperties,gha_to_travis,zero-shot,markdown_fence_only,False,39,61
io7m_jsx,travis_to_gha,zero-shot,few_shot_example_echo,False,13,63
io7m_jsx,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,39,70
ipregistry_ipregistry-java,travis_to_gha,zero-shot,markdown_fence_only,False,19,50
ipregistry_ipregistry-java,gha_to_travis,zero-shot,other_yaml_structure_error,False,26,60
jakubplichta_git-changelog-maven-plugin,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,9,63
jakubplichta_git-changelog-maven-plugin,gha_to_travis,zero-shot,markdown_fence_only,False,32,64
jbee_silk,travis_to_gha,zero-shot,valid_yaml,True,7,57
jbee_silk,gha_to_travis,zero-shot,valid_yaml,True,26,66
jboss_tyr,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,4,72
jboss_tyr,gha_to_travis,zero-shot,valid_yaml,True,19,71
jenkinsci_jira-plugin,travis_to_gha,zero-shot,markdown_fence_only,False,29,57
jenkinsci_jira-plugin,gha_to_travis,zero-shot,markdown_fence_only,False,56,89
jeremylong_DependencyCheck,travis_to_gha,zero-shot,markdown_fence_only,False,30,49
jeremylong_DependencyCheck,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,79,72
jnidzwetzki_bboxdb,travis_to_gha,zero-shot,markdown_fence_only,False,34,62
jnidzwetzki_bboxdb,gha_to_travis,zero-shot,input_echo_not_migrated,False,52,65
junit-team_junit5,travis_to_gha,zero-shot,markdown_fence_only,False,63,57
junit-team_junit5,gha_to_travis,zero-shot,valid_yaml,True,128,63
jwtk_jjwt,travis_to_gha,zero-shot,valid_yaml,True,36,51
jwtk_jjwt,gha_to_travis,zero-shot,other_yaml_structure_error,False,63,36
kaklakariada_portmapper,travis_to_gha,zero-shot,markdown_fence_only,False,26,62
kaklakariada_portmapper,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,38,46
knowm_Yank,travis_to_gha,zero-shot,valid_yaml,True,12,64
knowm_Yank,gha_to_travis,zero-shot,valid_yaml,True,41,67
komoot_photon,travis_to_gha,zero-shot,few_shot_example_echo,False,9,60
komoot_photon,gha_to_travis,zero-shot,valid_yaml,True,25,59
kordamp_ikonli,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,17,52
kordamp_ikonli,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,35,59
kryptokrauts_aepp-sdk-java,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,63,59
kryptokrauts_aepp-sdk-java,gha_to_travis,zero-shot,markdown_fence_only,False,157,71
line_decaton,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,14,41
line_decaton,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,29,79
linkedin_avro-util,travis_to_gha,zero-shot,markdown_fence_only,False,42,54
linkedin_avro-util,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,51,63
mate-academy_hibernate-configuration-hw,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,8,43
mate-academy_hibernate-configuration-hw,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,20,76
mendhak_gpslogger,travis_to_gha,zero-shot,markdown_fence_with_preamble,False,52,64
mendhak_gpslogger,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,49,82
michaelliao_itranswarp,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,7,66
michaelliao_itranswarp,gha_to_travis,zero-shot,valid_yaml,True,27,72
micheljung_nocatch,travis_to_gha,zero-shot,input_echo_not_migrated,False,24,49
micheljung_nocatch,gha_to_travis,zero-shot,markdown_fence_only,False,61,60
miho_VTCC,travis_to_gha,zero-shot,markdown_fence_only,False,19,50
miho_VTCC,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,33,77
minio_minio-java,travis_to_gha,zero-shot,valid_yaml,True,12,67
minio_minio-java,gha_to_travis,zero-shot,markdown_fence_only,False,43,72
msmobility_silo,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,7,60
msmobility_silo,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,31,53
neo4j-contrib_neo4j-jdbc,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,12,52
neo4j-contrib_neo4j-jdbc,gha_to_travis,zero-shot,input_echo_not_migrated,False,29,85
nhl_dflib,travis_to_gha,zero-shot,few_shot_example_echo,False,27,62
nhl_dflib,gha_to_travis,zero-shot,valid_yaml,True,57,65
nkonev_blog,travis_to_gha,zero-shot,few_shot_example_echo,False,42,54
nkonev_blog,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,104,84
nsoft_jesterj,travis_to_gha,zero-shot,few_shot_example_echo,False,17,48
nsoft_jesterj,gha_to_travis,zero-shot,markdown_fence_only,False,49,68
opencadc_cadc-target-resolver,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,32,57
opencadc_cadc-target-resolver,gha_to_travis,zero-shot,markdown_fence_only,False,114,76
orien_bean-matchers,travis_to_gha,zero-shot,few_shot_example_echo,False,5,54
orien_bean-matchers,gha_to_travis,zero-shot,markdown_fence_only,False,29,58
otavanopisto_muikku,travis_to_gha,zero-shot,markdown_fence_only,False,34,47
otavanopisto_muikku,gha_to_travis,zero-shot,markdown_fence_only,False,52,57
otto-de_synapse,travis_to_gha,zero-shot,few_shot_example_echo,False,33,49
otto-de_synapse,gha_to_travis,zero-shot,markdown_fence_only,False,90,79
parse-community_Parse-SDK-Android,travis_to_gha,zero-shot,valid_yaml,True,26,62
parse-community_Parse-SDK-Android,gha_to_travis,zero-shot,input_echo_not_migrated,False,68,81
playframework_play1,travis_to_gha,zero-shot,valid_yaml,True,6,61
playframework_play1,gha_to_travis,zero-shot,valid_yaml,True,36,60
primefaces-extensions_primefaces-integration-tests,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,28,52
primefaces-extensions_primefaces-integration-tests,gha_to_travis,zero-shot,valid_yaml,True,91,59
princesslana_smalld,travis_to_gha,zero-shot,valid_yaml,True,34,62
princesslana_smalld,gha_to_travis,zero-shot,valid_yaml,True,58,61
qlefevre_crud-admin-spring-boot-starter,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,8,32
qlefevre_crud-admin-spring-boot-starter,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,36,40
qos-ch_slf4j,travis_to_gha,zero-shot,valid_yaml,True,11,47
qos-ch_slf4j,gha_to_travis,zero-shot,valid_yaml,True,26,65
radixdlt_radixdlt,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,35,70
radixdlt_radixdlt,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,52,71
ralscha_xodus-queue,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,14,54
ralscha_xodus-queue,gha_to_travis,zero-shot,markdown_fence_only,False,36,67
reaktivity_nukleus-http.java,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,12,57
reaktivity_nukleus-http.java,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,32,61
reaktivity_nukleus-maven-plugin,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,12,57
reaktivity_nukleus-maven-plugin,gha_to_travis,zero-shot,valid_yaml,True,29,58
reaktivity_nukleus-tcp.spec,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,12,57
reaktivity_nukleus-tcp.spec,gha_to_travis,zero-shot,valid_yaml,True,29,58
redhat-developer_quarkus-ls,travis_to_gha,zero-shot,valid_yaml,True,19,60
redhat-developer_quarkus-ls,gha_to_travis,zero-shot,markdown_fence_only,False,36,54
renyuneyun_Easer,travis_to_gha,zero-shot,markdown_fence_with_preamble,False,59,76
renyuneyun_Easer,gha_to_travis,zero-shot,other_yaml_structure_error,False,71,49
saucelabs_ci-sauce,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,9,54
saucelabs_ci-sauce,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,25,76
selenide_selenide,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,49,64
selenide_selenide,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,197,56
sizovs_PipelinR,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,10,63
sizovs_PipelinR,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,25,66
societe-generale_arch-unit-build-plugin-core,travis_to_gha,zero-shot,markdown_fence_only,False,35,54
societe-generale_arch-unit-build-plugin-core,gha_to_travis,zero-shot,valid_yaml,True,58,42
sockeqwe_AdapterDelegates,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,33,69
sockeqwe_AdapterDelegates,gha_to_travis,zero-shot,markdown_fence_only,False,42,66
sofastack_sofa-bolt,travis_to_gha,zero-shot,markdown_fence_only,False,24,50
sofastack_sofa-bolt,gha_to_travis,zero-shot,valid_yaml,True,58,51
sofastack_sofa-registry,travis_to_gha,zero-shot,few_shot_example_echo,False,15,70
sofastack_sofa-registry,gha_to_travis,zero-shot,valid_yaml,True,28,27
spigotplugins_fakeplayer,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,4,56
spigotplugins_fakeplayer,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,19,71
splitio_android-client,travis_to_gha,zero-shot,markdown_fence_only,False,19,54
splitio_android-client,gha_to_travis,zero-shot,duplicate_or_hallucinated_keys,False,34,92
spring-cloud_spring-cloud-zookeeper,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,25,65
spring-cloud_spring-cloud-zookeeper,gha_to_travis,zero-shot,markdown_fence_only,False,49,66
tanersener_smart-exception,travis_to_gha,zero-shot,valid_yaml,True,20,38
tanersener_smart-exception,gha_to_travis,zero-shot,other_yaml_structure_error,False,36,58
tdebatty_java-string-similarity,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,5,46
tdebatty_java-string-similarity,gha_to_travis,zero-shot,markdown_fence_only,False,25,72
tdf_odftoolkit,travis_to_gha,zero-shot,valid_yaml,True,15,45
tdf_odftoolkit,gha_to_travis,zero-shot,valid_yaml,True,19,79
thepieterdc_dodona-plugin-jetbrains,travis_to_gha,zero-shot,valid_yaml,True,5,48
thepieterdc_dodona-plugin-jetbrains,gha_to_travis,zero-shot,other_yaml_structure_error,False,22,39
tsandmann_ct-sim,travis_to_gha,zero-shot,valid_yaml,True,18,52
tsandmann_ct-sim,gha_to_travis,zero-shot,valid_yaml,True,22,80
tsjensen_sercoll,travis_to_gha,zero-shot,input_echo_not_migrated,False,46,50
tsjensen_sercoll,gha_to_travis,zero-shot,valid_yaml,True,42,61
typetools_guava,travis_to_gha,zero-shot,few_shot_example_echo,False,36,55
typetools_guava,gha_to_travis,zero-shot,valid_yaml,True,65,62
utarwyn_SuperJukebox,travis_to_gha,zero-shot,valid_yaml,True,23,51
utarwyn_SuperJukebox,gha_to_travis,zero-shot,markdown_fence_only,False,39,62
uw-loci_misc-plugins,travis_to_gha,zero-shot,valid_yaml,True,12,69
uw-loci_misc-plugins,gha_to_travis,zero-shot,input_echo_not_migrated,False,33,98
vert-x3_vertx-bridge-common,travis_to_gha,zero-shot,valid_yaml,True,25,65
vert-x3_vertx-bridge-common,gha_to_travis,zero-shot,markdown_fence_only,False,63,81
vert-x3_vertx-web,travis_to_gha,zero-shot,valid_yaml,True,44,67
vert-x3_vertx-web,gha_to_travis,zero-shot,input_echo_not_migrated,False,121,94
vlingo_xoom-turbo,travis_to_gha,zero-shot,markdown_fence_only,False,32,62
vlingo_xoom-turbo,gha_to_travis,zero-shot,markdown_fence_only,False,47,62
wcm-io-devops_conga-sling-plugin,travis_to_gha,zero-shot,few_shot_example_echo,False,25,52
wcm-io-devops_conga-sling-plugin,gha_to_travis,zero-shot,input_echo_not_migrated,False,40,69
wte4j_wte4j,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,6,46
wte4j_wte4j,gha_to_travis,zero-shot,markdown_fence_only,False,30,59
xenit-eu_alfresco-docker-gradle-plugin,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,48,53
xenit-eu_alfresco-docker-gradle-plugin,gha_to_travis,zero-shot,input_echo_not_migrated,False,72,52
xerial_sqlite-jdbc,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,12,44
xerial_sqlite-jdbc,gha_to_travis,zero-shot,valid_yaml,True,30,68
xuxueli_xxl-job,travis_to_gha,zero-shot,duplicate_or_hallucinated_keys,False,5,29
xuxueli_xxl-job,gha_to_travis,zero-shot,markdown_fence_only,False,22,62
yuxuanchiadm_SkyCraftUpdater,travis_to_gha,zero-shot,markdown_fence_only,False,6,57
yuxuanchiadm_SkyCraftUpdater,gha_to_travis,zero-shot,other_yaml_structure_error,False,22,51
